"Entry"	"Entry.Name"	"Reviewed"	"Protein.names"	"Gene.Names"	"Organism"	"Length"	"Functions"
"P33339"	"TFC4_YEAST"	"reviewed"	"Transcription factor tau 131 kDa subunit (TFIIIC 131 kDa subunit) (Transcription factor C subunit 4)"	"TFC4 PCF1 YGR047C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1025	"FUNCTION: TFIIIC mediates tRNA and 5S RNA gene activation by binding to intragenic promoter elements. Upstream of the transcription start site, TFIIIC assembles the initiation complex TFIIIB-TFIIIC-tDNA, which is sufficient for RNA polymerase III recruitment and function. Part of the tauA domain of TFIIIC that binds boxA DNA promoter sites of tRNA and similar genes. TFC4 is the TFIIIB-assembling subunit of TFIIIC and essential for viability. {ECO:0000269|PubMed:2686985, ECO:0000269|PubMed:8387209}."
"P33399"	"LHP1_YEAST"	"reviewed"	"La protein homolog (La autoantigen homolog) (La ribonucleoprotein)"	"LHP1 LAH1 YLA1 YDL051W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	275	"FUNCTION: Molecular chaperone that binds nascent RNA polymerase III transcripts, stabilizing these RNAs against exonucleases. Required for the 3' endonucleolytic cleavage that matures tRNA precursors and for efficient folding of certain pre-tRNAs. Cooperates with GCD14 in the maturation of a subset of RNA polymerase III transcripts. Functions also in the assembly of certain RNA polymerase II-transcribed RNAs into RNPs. Binds and stabilizes newly synthesized U6 snRNA as well as precursors of U3 snRNA from degradation. Facilitates efficient Sm protein binding, thus assisting formation of the U4/U6 snRNP. Required for Ty3 normal transposition frequency. {ECO:0000269|PubMed:10330157, ECO:0000269|PubMed:10385518, ECO:0000269|PubMed:10747032, ECO:0000269|PubMed:10891482, ECO:0000269|PubMed:11333229, ECO:0000269|PubMed:11720288, ECO:0000269|PubMed:12077351, ECO:0000269|PubMed:12828645, ECO:0000269|PubMed:14627812, ECO:0000269|PubMed:14657028, ECO:0000269|PubMed:15579677, ECO:0000269|PubMed:16581807, ECO:0000269|PubMed:9150139, ECO:0000269|PubMed:9412461, ECO:0000269|PubMed:9851972, ECO:0000269|PubMed:9857199}."
"P33400"	"PACC_YEAST"	"reviewed"	"pH-response transcription factor pacC/RIM101 (Regulator of IME2 protein 1) (pH-response regulator protein RIM101)"	"RIM101 RIM1 YHL027W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	625	"FUNCTION: Transcription factor that mediates regulation of both acid- and alkaline-expressed genes in response to ambient pH. At alkaline ambient pH, activates transcription of alkaline-expressed genes (including RIM101 itself), mainly by repressing transcriptional repressors of those genes, and represses transcription of acid-expressed genes. Required for meiosis, sporulation and invasive growth. {ECO:0000269|PubMed:11050096, ECO:0000269|PubMed:12509465}."
"P33401"	"PGM1_YEAST"	"reviewed"	"Phosphoglucomutase 1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1)"	"PGM1 YKL127W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	570	"FUNCTION: Minor phosphoglucomutase isozyme that catalyzes the interconversion of glucose 1-phosphate and glucose 6-phosphate (PubMed:5784209). Constitutes about 10-20% of the phosphoglucomutase activity in the cell (PubMed:14264884, PubMed:5231755). Key enzyme in hexose metabolism. The forward reaction is an essential step in the energy metabolism of galactose since the product of the galactose pathway enzymes in yeast is glucose 1-phosphate. The reverse reaction is an essential step for biosynthesis when carbon sources other than galactose are the energy source because glucose 1-phosphate is the starting point for the synthesis of UDP-glucose, which acts as a precursor for the synthesis of oligosaccharides and trehalose (PubMed:14264884). {ECO:0000269|PubMed:14264884, ECO:0000269|PubMed:5231755, ECO:0000269|PubMed:5784209}."
"P33413"	"DUR3_YEAST"	"reviewed"	"Urea active transporter"	"DUR3 YHL016C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	735	"FUNCTION: Required for active transport of urea."
"P33416"	"HSP78_YEAST"	"reviewed"	"Heat shock protein 78, mitochondrial"	"HSP78 YDR258C YD9320A.08C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	811	"FUNCTION: Required, in concert with mitochondrial Hsp70 (SSC1), for the dissociation, resolubilization and refolding of aggregates of damaged proteins in the mitochondrial matrix after heat stress. May extract proteins from aggregates by unfolding and threading them in an ATP-dependent process through the axial channel of the protein hexamer, after which they can be refolded by the Hsp70 chaperone system. Required for resumption of mitochondrial respiratory function, DNA synthesis and morphology after heat stress. Its main role may be maintaining the molecular chaperone SSC1 in a soluble and functional state. Also required for the efficient degradation of proteins by matrix protease PIM1, independent on its protein remodeling activity. {ECO:0000269|PubMed:11231020, ECO:0000269|PubMed:11734006, ECO:0000269|PubMed:12023279, ECO:0000269|PubMed:12237310, ECO:0000269|PubMed:16460754, ECO:0000269|PubMed:16545993, ECO:0000269|PubMed:7500331, ECO:0000269|PubMed:7628444, ECO:0000269|PubMed:8830768}."
"P33418"	"XPOT_YEAST"	"reviewed"	"Exportin-T (Exportin(tRNA)) (Karyopherin-beta) (tRNA exportin)"	"LOS1 YKL205W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1100	"FUNCTION: tRNA nucleus export receptor which facilitates tRNA translocation across the nuclear pore complex. Preferentially interacts with tRNAs with mature 5'- and 3'-termini and does not distinguish between intron-containing and spliced tRNAs. In the nucleus binds to tRNA and to the Ran-GTPases GSP1 or GSP2 in their active GTP-bound form. Docking of this trimeric complex to the nuclear pore complex (NPC) is mediated through binding to nucleoporins. Upon transit of a nuclear export complex into the cytoplasm, disassembling of the complex and hydrolysis of Ran-GTP to Ran-GDP cause release of the tRNA from the export receptor. The directionality of nuclear export is thought to be conferred by an asymmetric distribution of the GTP- and GDP-bound forms of Ran between the cytoplasm and nucleus. {ECO:0000269|PubMed:10713174, ECO:0000269|PubMed:10727409, ECO:0000269|PubMed:10766739, ECO:0000269|PubMed:14640976, ECO:0000269|PubMed:15905365, ECO:0000269|PubMed:16040803, ECO:0000269|PubMed:17203074, ECO:0000269|PubMed:18045534, ECO:0000269|PubMed:8641292, ECO:0000269|PubMed:8725220, ECO:0000269|PubMed:9774653, ECO:0000269|PubMed:9802895, ECO:0000269|PubMed:9971735}."
"P33419"	"SPC29_YEAST"	"reviewed"	"Spindle pole component 29"	"SPC29 LPH3 NIP29 YPL124W LPH3W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	253	"FUNCTION: Component of the spindle pole body (SPB) required for the proper execution of spindle pole body (SPB) duplication. Links the central plaque component SPC42 to the inner plaque component SPC110. {ECO:0000269|PubMed:10339566, ECO:0000269|PubMed:10654940, ECO:0000269|PubMed:19269975}."
"P33420"	"NIP80_YEAST"	"reviewed"	"Protein NIP100 (Protein NIP80)"	"NIP100 NIP80 YPL174C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	868	"FUNCTION: Motor-binding component of the dynactin complex which assists cytoplasmic dynein by increasing its processivity and by regulation of its cargo binding (By similarity). The dynactin complex is required for the spindle translocation late in anaphase and is involved in a cell wall synthesis checkpoint. {ECO:0000250}."
"P33421"	"SDH3_YEAST"	"reviewed"	"Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial"	"SDH3 CYB3 YKL141W YKL4"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	198	"FUNCTION: Membrane-anchoring mono-heme cytochrome b subunit of succinate dehydrogenase (SDH) that is involved in system II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q). SDH3 and SDH4 form the membrane dimer that anchors the catalytic dimer formed by SDH1 and SDH2 to the matrix surface of the mitochondrial inner membrane. Electrons originating from the catalytic dimer enter the membrane dimer for ubiquinone reduction."
"P33441"	"MFT1_YEAST"	"reviewed"	"THO complex subunit MFT1 (Mitochondrial fusion target protein 1)"	"MFT1 YML062C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	392	"FUNCTION: Component the THO subcomplex of the TREX complex, which operates in coupling transcription elongation to mRNA export. The THO complex is recruited to transcribed genes and moves along the gene with the elongating polymerase during transcription. THO is important for stabilizing nascent RNA in the RNA polymerase II elongation complex by preventing formation of DNA:RNA hybrids behind the elongating polymerase. It functions in cotranscriptional formation of an export-competent messenger ribonucleoprotein particle (mRNP) by facilitating the loading of ATP-dependent RNA helicase SUB2 and the mRNA export factor YRA1 along the nascent mRNA. {ECO:0000269|PubMed:12093753, ECO:0000269|PubMed:12871933, ECO:0000269|PubMed:14527416, ECO:0000269|PubMed:15192704}."
"P33442"	"RS3A1_YEAST"	"reviewed"	"Small ribosomal subunit protein eS1A (40S ribosomal protein S1-A) (RP10A)"	"RPS1A PLC1 RPS10A YLR441C L9753.9"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	255	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
"P33734"	"HIS5_YEAST"	"reviewed"	"Imidazole glycerol phosphate synthase hisHF (IGP synthase) (IGPS) (ImGP synthase) (EC 4.3.2.10) [Includes: Glutaminase (EC 3.5.1.2); Cyclase]"	"HIS7 YBR248C YBR1640"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	552	"FUNCTION: IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The glutaminase domain produces the ammonia necessary for the cyclase domain to produce IGP and AICAR from PRFAR. The ammonia is channeled to the active site of the cyclase domain."
"P33748"	"MSN2_YEAST"	"reviewed"	"Zinc finger protein MSN2 (Multicopy suppressor of SNF1 protein 2)"	"MSN2 YMR037C YM9532.02C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	704	"FUNCTION: Positive transcriptional factor that acts as a component of the stress responsive system. Recognizes and binds to the stress response element (STRE) which is involved in the response to various forms of stress (heat, oxidative, osmotic, etc.). Involved in the regulation of the CTT1, DDR2, HSP12 genes. May be regulated via WHI2-PSR1 complex phosphatase activity."
"P33751"	"PAD1_YEAST"	"reviewed"	"Flavin prenyltransferase PAD1, mitochondrial (EC 2.5.1.129) (Phenylacrylic acid decarboxylase 1) (PAD)"	"PAD1 POF1 YDR538W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	242	"FUNCTION: Flavin prenyltransferase that catalyzes the synthesis of the prenylated FMN cofactor (prenyl-FMN) for the ferulic acid decarboxylase FDC1/ubiD (PubMed:25647642). The prenyltransferase is metal-independent and links a dimethylallyl moiety from dimethylallyl monophosphate (DMAP) to the flavin N5 and C6 atoms of FMN (By similarity). Involved in the decarboxylation of phenylacrylic acids like ferulic acid, p-coumaric acid or cinnamic acid, producing the corresponding vinyl derivatives which play the role of aroma metabolites. Also involved in the degradation of the food preservative sorbic acid (2,4-hexadienoic acid) to a volatile hydrocarbon, 1,3-pentadiene. Not essential for ubiquinone synthesis (PubMed:17889824, PubMed:20471595). Can rescue Q biosynthesis in E.coli strains lacking UbiX (PubMed:17889824). Has mRNA binding activity (PubMed:20844764). {ECO:0000250|UniProtKB:Q9HX08, ECO:0000255|HAMAP-Rule:MF_03197, ECO:0000269|PubMed:11693915, ECO:0000269|PubMed:12903944, ECO:0000269|PubMed:17766451, ECO:0000269|PubMed:17889824, ECO:0000269|PubMed:20471595, ECO:0000269|PubMed:20844764, ECO:0000269|PubMed:23111598, ECO:0000269|PubMed:25647642, ECO:0000269|PubMed:8181743}."
"P33753"	"TRM2_YEAST"	"reviewed"	"tRNA (uracil(54)-C(5))-methyltransferase (EC 2.1.1.35) (Transfer RNA methyltransferase 2) (tRNA(m5U54)-methyltransferase)"	"TRM2 NUC2 NUD1 RNC1 YKR056W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	639	"FUNCTION: Catalyzes the formation of 5-methyl-uridine at position 54 (m5U54) in all tRNA. May also have a role in tRNA stabilization or maturation. {ECO:0000269|PubMed:10864043, ECO:0000269|PubMed:12003492}."
"P33754"	"SEC66_YEAST"	"reviewed"	"Translocation protein SEC66 (Protein HSS1) (Sec62/63 complex 31.5 kDa subunit)"	"SEC66 HSS1 SEC71 YBR171W YBR1232"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	206	"FUNCTION: Acts as component of the Sec62/63 complex which is involved in SRP-independent post-translational translocation across the endoplasmic reticulum (ER) and functions together with the Sec61 complex and KAR2 in a channel-forming translocon complex. A cycle of assembly and disassembly of Sec62/63 complex from SEC61 may govern the activity of the translocon. SEC66 is required to attach or retain SEC72 in the SEC63 complex. It is essential for growth at elevated temperatures."
"P33755"	"NPL4_YEAST"	"reviewed"	"Nuclear protein localization protein 4 (HMG-CoA reductase degradation protein 4)"	"NPL4 HRD4 YBR170C YBR1231"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	580	"FUNCTION: Substrate-recruiting cofactor of the CDC48-NPL4-UFD1 segregase (PubMed:31249135). Assists CDC48 in the dislocation of misfolded, polyubiquitinated ERAD substrates that are subsequently delivered to the proteasome for degradation (PubMed:11739805, PubMed:11740563, PubMed:11847109). Involved in the import of nuclear-targeted proteins into the nucleus and the export of poly(A) RNA out of the nucleus (PubMed:8930904, PubMed:11733065). Required for the proteasome-dependent processing/activation of MGA2 and SPT23 transcription factors leading to the subsequent expression of OLE1 (PubMed:11733065). Regulates ubiquitin-mediated mitochondria protein degradation (PubMed:31249135). Involved in spindle disassembly probably by promoting the degradation of spindle assemby factors ASE1 and CDC5 at the end of mitosis (PubMed:14636562). {ECO:0000269|PubMed:11733065, ECO:0000269|PubMed:11739805, ECO:0000269|PubMed:11740563, ECO:0000269|PubMed:11847109, ECO:0000269|PubMed:14636562, ECO:0000269|PubMed:31249135, ECO:0000269|PubMed:8930904}."
"P33760"	"PEX6_YEAST"	"reviewed"	"Peroxisomal ATPase PEX6 (EC 3.6.4.-) (Peroxin-6) (Peroxisomal assembly protein 8)"	"PEX6 PAS8 YNL329C N0310"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1030	"FUNCTION: Component of the PEX1-PEX6 AAA ATPase complex, a protein dislocase complex that mediates the ATP-dependent extraction of the PEX5 receptor from peroxisomal membranes, an essential step for PEX5 recycling (PubMed:15634331, PubMed:16007078, PubMed:16911527, PubMed:26170309, PubMed:26066397, PubMed:29321502). Specifically recognizes PEX5 monoubiquitinated at 'Cys-6', and pulls it out of the peroxisome lumen through the PEX2-PEX10-PEX12 retrotranslocation channel (PubMed:26170309, PubMed:26066397, PubMed:29321502). Extraction by the PEX1-PEX6 AAA ATPase complex is accompanied by unfolding of the TPR repeats and release of bound cargo from PEX5 (PubMed:29321502). {ECO:0000269|PubMed:15634331, ECO:0000269|PubMed:16007078, ECO:0000269|PubMed:16911527, ECO:0000269|PubMed:26066397, ECO:0000269|PubMed:26170309, ECO:0000269|PubMed:29321502}."
"P33767"	"OSTB_YEAST"	"reviewed"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 (Oligosaccharyl transferase subunit WBP1) (Oligosaccharyl transferase subunit beta)"	"WBP1 YEL002C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	430	"FUNCTION: Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity. {ECO:0000269|PubMed:11580295, ECO:0000269|PubMed:1600939}."
